date,temperature_2m,relative_humidity_2m,precipitation,pressure_msl,cloud_cover,wind_speed_10m
2024-05-28 19:00:00+00:00,14.458382,14.458382,14.458382,14.458382,14.458382,14.458382
2024-05-28 20:00:00+00:00,20.275385,20.275385,20.275385,20.275385,20.275385,20.275385
2024-05-28 21:00:00+00:00,23.491207,23.491207,23.491207,23.491207,23.491207,23.491207
2024-05-28 22:00:00+00:00,21.659918,21.659918,21.659918,21.659918,21.659918,21.659918
2024-05-28 23:00:00+00:00,17.208603,17.208603,17.208603,17.208603,17.208603,17.208603
2024-05-29 00:00:00+00:00,13.207634,13.207634,13.207634,13.207634,13.207634,13.207634
2024-05-29 01:00:00+00:00,11.27553,11.27553,11.27553,11.27553,11.27553,11.27553
2024-05-29 02:00:00+00:00,9.793058,9.793058,9.793058,9.793058,9.793058,9.793058
2024-05-29 03:00:00+00:00,8.891344,8.891344,8.891344,8.891344,8.891344,8.891344
2024-05-29 04:00:00+00:00,8.287822,8.287822,8.287822,8.287822,8.287822,8.287822
2024-05-29 05:00:00+00:00,8.714677,8.714677,8.714677,8.714677,8.714677,8.714677
2024-05-29 06:00:00+00:00,9.178235,9.178235,9.178235,9.178235,9.178235,9.178235
2024-05-29 07:00:00+00:00,9.255571,9.255571,9.255571,9.255571,9.255571,9.255571
2024-05-29 08:00:00+00:00,9.3669195,9.3669195,9.3669195,9.3669195,9.3669195,9.3669195
2024-05-29 09:00:00+00:00,9.422101,9.422101,9.422101,9.422101,9.422101,9.422101
2024-05-29 10:00:00+00:00,9.6932955,9.6932955,9.6932955,9.6932955,9.6932955,9.6932955
2024-05-29 11:00:00+00:00,9.565437,9.565437,9.565437,9.565437,9.565437,9.565437
2024-05-29 12:00:00+00:00,9.83268,9.83268,9.83268,9.83268,9.83268,9.83268
2024-05-29 13:00:00+00:00,9.83268,9.83268,9.83268,9.83268,9.83268,9.83268
2024-05-29 14:00:00+00:00,10.028439,10.028439,10.028439,10.028439,10.028439,10.028439
2024-05-29 15:00:00+00:00,9.0,9.0,9.0,9.0,9.0,9.0
2024-05-29 16:00:00+00:00,6.12,6.12,6.12,6.12,6.12,6.12
2024-05-29 17:00:00+00:00,4.5820518,4.5820518,4.5820518,4.5820518,4.5820518,4.5820518
2024-05-29 18:00:00+00:00,6.162207,6.162207,6.162207,6.162207,6.162207,6.162207
2024-05-29 19:00:00+00:00,9.007196,9.007196,9.007196,9.007196,9.007196,9.007196
2024-05-29 20:00:00+00:00,11.885453,11.885453,11.885453,11.885453,11.885453,11.885453
2024-05-29 21:00:00+00:00,13.324863,13.324863,13.324863,13.324863,13.324863,13.324863
2024-05-29 22:00:00+00:00,13.441071,13.441071,13.441071,13.441071,13.441071,13.441071
2024-05-29 23:00:00+00:00,12.641076,12.641076,12.641076,12.641076,12.641076,12.641076
2024-05-30 00:00:00+00:00,12.10157,12.10157,12.10157,12.10157,12.10157,12.10157
