time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h)
2023-02-17,8.799999999999999,71.125,0.0,1020.1541666666667,1020.0541666666667,33.0,9.270833333333334
2023-02-18,8.375,76.625,0.0,1018.525,1018.4250000000001,16.625,7.8625
2023-02-19,9.275,78.70833333333333,0.0,1019.0833333333334,1018.9833333333332,19.5,8.133333333333333
2023-02-20,10.320833333333333,80.16666666666667,0.0,1020.1999999999999,1020.1,16.208333333333332,8.049999999999999
2023-02-21,9.225,80.33333333333333,0.0,1011.8583333333332,1011.7583333333333,28.208333333333332,36.025
2023-02-22,6.808333333333334,69.91666666666667,0.0375,1009.025,1008.9250000000001,28.291666666666668,33.28333333333333
2023-02-23,6.133333333333333,75.91666666666667,0.1875,1010.0875000000001,1009.9875000000001,45.75,19.566666666666666
2023-02-24,6.529166666666666,81.25,0.5,1005.7875,1005.6875,63.791666666666664,14.537500000000001
2023-02-25,6.516666666666667,82.91666666666667,0.03333333333333333,1012.1999999999999,1012.1,61.75,8.2125
2023-02-26,7.795833333333333,85.70833333333333,0.32916666666666666,1016.2624999999999,1016.1625,75.125,14.729166666666666
2023-02-27,7.408333333333334,78.16666666666667,0.5875,1014.3833333333333,1014.2833333333333,58.083333333333336,19.733333333333334
2023-02-28,7.941666666666666,84.20833333333333,0.5375,1012.3791666666666,1012.2791666666667,91.25,18.491666666666667
2023-03-01,7.2250000000000005,71.29166666666667,0.008333333333333333,1013.0,1012.9,11.083333333333334,22.491666666666664
2023-03-02,7.945833333333333,78.66666666666667,0.0,1020.6458333333334,1020.5458333333332,9.291666666666666,13.266666666666666
2023-03-03,8.695833333333333,86.0,0.0,1018.3166666666666,1018.2166666666667,48.416666666666664,14.25
2023-03-04,8.408333333333333,74.33333333333333,0.15416666666666665,1012.5333333333333,1012.4333333333334,60.458333333333336,19.129166666666666
2023-03-05,8.266666666666667,70.375,0.19583333333333333,1014.8958333333334,1014.7958333333332,44.958333333333336,19.066666666666666
2023-03-06,7.366666666666667,80.625,0.10833333333333334,1020.7916666666666,1020.6916666666666,43.541666666666664,12.070833333333333
2023-03-07,7.791666666666667,78.5,0.1875,1022.1166666666667,1022.0166666666668,46.208333333333336,9.779166666666667
2023-03-08,8.279166666666667,75.95833333333333,0.10833333333333334,1021.0958333333333,1020.9958333333334,27.125,13.291666666666666
2023-03-09,8.754166666666666,87.04166666666667,1.6291666666666667,1014.4541666666668,1014.3541666666666,86.91666666666667,19.254166666666666
2023-03-10,10.758333333333333,87.25,1.0083333333333333,1009.9041666666667,1009.8041666666667,68.58333333333333,17.333333333333332
2023-03-11,10.737499999999999,92.54166666666667,0.6041666666666666,1014.8249999999999,1014.725,82.375,10.9375
2023-03-12,12.554166666666667,93.79166666666667,0.17916666666666667,1017.7458333333334,1017.6458333333334,96.16666666666667,17.820833333333333
2023-03-13,13.383333333333333,92.04166666666667,0.11666666666666668,1017.8208333333333,1017.7208333333333,94.91666666666667,18.079166666666666
2023-03-14,12.333333333333334,89.54166666666667,0.9583333333333334,1007.5375,1007.4375,96.08333333333333,28.7625
2023-03-15,9.141666666666667,80.375,0.0,1015.9,1015.8000000000001,0.8333333333333334,13.512500000000001
2023-03-16,9.420833333333333,89.79166666666667,0.0,1018.1666666666666,1018.0666666666666,10.666666666666666,9.054166666666667
2023-03-17,9.883333333333333,88.875,0.0,1018.6708333333332,1018.5708333333333,21.458333333333332,9.183333333333334
2023-03-18,12.9125,78.45833333333333,0.004166666666666667,1015.6750000000001,1015.5749999999999,42.25,8.8125
2023-03-19,11.516666666666666,89.33333333333333,0.9166666666666666,1010.3000000000001,1010.1999999999999,96.91666666666667,14.112499999999999
2023-03-20,9.725,80.08333333333333,0.0375,1012.6541666666667,1012.5541666666667,71.54166666666667,12.979166666666666
2023-03-21,9.325000000000001,85.29166666666667,1.4458333333333335,995.7416666666667,995.6416666666668,99.33333333333333,24.291666666666668
2023-03-22,10.341666666666667,85.41666666666667,0.43333333333333335,1010.5749999999999,1010.475,72.58333333333333,15.5
2023-03-23,10.2875,78.45833333333333,0.04583333333333334,1024.4333333333334,1024.3333333333333,48.708333333333336,24.379166666666666
2023-03-24,9.004166666666666,71.16666666666667,0.0,1029.9666666666667,1029.8666666666666,13.083333333333334,27.004166666666666
2023-03-25,8.575000000000001,72.375,0.0,1026.625,1026.5249999999999,9.208333333333334,22.520833333333332
2023-03-26,8.375,68.66666666666667,0.0,1025.55,1025.45,1.5833333333333333,16.391666666666666
2023-03-27,9.108333333333333,77.41666666666667,0.0,1022.8833333333333,1022.7833333333333,21.458333333333332,7.858333333333333
2023-03-28,9.395833333333334,81.54166666666667,0.9249999999999999,1013.5958333333333,1013.4958333333334,73.33333333333333,20.358333333333334
2023-03-29,8.504166666666666,83.16666666666667,0.3416666666666666,1009.6,1009.5,78.625,14.137500000000001
2023-03-30,8.9375,83.20833333333333,0.016666666666666666,1015.7958333333332,1015.6958333333333,27.75,11.9125
2023-03-31,9.420833333333333,80.95833333333333,0.025000000000000005,1023.5416666666666,1023.4416666666666,54.291666666666664,8.045833333333333
2023-04-01,9.825000000000001,82.29166666666667,0.0,1023.8416666666667,1023.7416666666667,11.25,8.237499999999999
2023-04-02,10.183333333333334,78.5,0.029166666666666664,1021.025,1020.9250000000001,48.958333333333336,21.208333333333332
2023-04-03,8.341666666666667,68.41666666666667,0.016666666666666666,1020.6291666666666,1020.5291666666667,4.791666666666667,32.6875
2023-04-04,8.325000000000001,70.45833333333333,0.0,1023.5166666666668,1023.4166666666666,19.916666666666668,20.108333333333334
2023-04-05,9.045833333333333,81.0,0.0,1023.275,1023.1750000000001,32.958333333333336,11.791666666666666
2023-04-06,9.833333333333334,83.33333333333333,0.0,1020.3916666666668,1020.2916666666666,55.958333333333336,9.0375
2023-04-07,11.266666666666666,89.375,0.35833333333333334,1017.1958333333333,1017.0958333333333,85.91666666666667,15.995833333333332
2023-04-08,10.979166666666666,85.95833333333333,0.0,1019.9499999999999,1019.85,57.25,7.483333333333333
2023-04-09,11.875,83.875,0.0,1021.5500000000001,1021.4499999999999,3.5416666666666665,10.012500000000001
2023-04-10,11.924999999999999,94.33333333333333,0.012500000000000002,1018.5666666666666,1018.4666666666667,44.958333333333336,14.012500000000001
2023-04-11,11.683333333333332,87.08333333333333,0.004166666666666667,1019.4916666666667,1019.3916666666668,50.875,24.191666666666666
2023-04-12,9.9625,73.54166666666667,0.0,1015.0416666666666,1014.9416666666666,1.5416666666666667,29.604166666666668
2023-04-13,9.808333333333334,74.66666666666667,0.0,1012.6291666666666,1012.5291666666667,1.9583333333333333,18.416666666666668
2023-04-14,9.633333333333333,84.04166666666667,0.0,1015.4,1015.3000000000001,8.416666666666666,22.4875
2023-04-15,9.645833333333334,83.375,0.0,1020.9833333333332,1020.8833333333333,31.791666666666668,18.641666666666666
2023-04-16,10.258333333333333,79.83333333333333,0.0,1021.6583333333333,1021.5583333333334,27.291666666666668,20.079166666666666
2023-04-17,10.495833333333334,78.95833333333333,0.0,1017.8291666666668,1017.7291666666666,58.208333333333336,19.483333333333334
2023-04-18,10.008333333333333,72.125,0.041666666666666664,1019.0500000000001,1018.9499999999999,23.291666666666668,14.620833333333332
2023-04-19,10.095833333333333,74.54166666666667,0.004166666666666667,1023.6791666666667,1023.5791666666668,3.5416666666666665,20.158333333333335
2023-04-20,10.9,76.625,0.0,1026.8833333333334,1026.7833333333333,10.916666666666666,13.766666666666666
2023-04-21,12.966666666666667,82.16666666666667,0.0,1024.5208333333333,1024.4208333333333,13.666666666666666,12.549999999999999
2023-04-22,12.7875,85.66666666666667,0.0,1016.7083333333334,1016.6083333333332,22.833333333333332,19.716666666666665
2023-04-23,11.725,89.20833333333333,0.0,1014.1,1014.0,59.125,28.212500000000002
2023-04-24,11.320833333333333,78.79166666666667,0.0,1015.625,1015.525,6.208333333333333,23.512500000000003
